Sample,Confidence_Before,Target_Class,Confidence_After,L2_Difference,L0_Difference,L0_Weight,Query_Count,Results
0,0,0,0.064285695552826,0,0,0,4000,1
1,0,0,0.107441127300262,0,0,0,4000,1
2,0,0,0.247506707906723,0,0,0,4000,1
3,0,0,0.220428228378296,0,0,0,4000,1
4,0,0,0.225053831934929,0,0,0,4000,1
5,0,0,0.238188087940216,0,0,0,4000,1
6,0,0,0.249410003423691,0,0,0,4000,1
7,0,0,0.069234162569046,0,0,0,4000,1
8,0,0,0.247534811496735,0,0,0,4000,1
9,0,0,0.13897567987442,0,0,0,4000,1
10,0.473938435316086,0,0.166813045740128,6.09935551016412,102,0.000196468195266,4000,1
11,0.472925394773483,0,0.175014078617096,6.1250119067119,99,0.000190689718935,4000,1
12,0.448909431695938,0,0.113323330879211,5.88884608951971,90,0.000173354289941,4000,1
13,0.452626734972,0,0.152461230754852,5.39009871594462,93,0.000179132766272,4000,1
14,0.490074247121811,0,0.164342284202576,5.93600499703926,104,0.000200320512821,4000,1
15,0.492583721876144,0,0.137040495872498,5.8757675556093,102,0.000196468195266,4000,1
16,0.499797135591507,0,0.169328361749649,5.84706408384714,97,0.000186837401381,4000,1
17,0.512194812297821,0,0.154959052801132,6.28151080008343,102,0.000196468195266,4000,1
18,0.514918029308319,0,0.117387808859348,5.85641602108937,98,0.000188763560158,4000,1
19,0.50327056646347,0,0.101810276508331,5.88198822398753,105,0.000202246671598,4000,1
20,0.508638143539429,0,0.061152338981629,6.20154387891614,99,0.000190689718935,4000,1
21,0.499813735485077,0,0.065308541059494,5.23979684460217,84,0.000161797337278,4000,1
22,0.522025167942047,0,0.06029748916626,6.60219459511318,125,0.00024076984714,4000,1
23,0.577281951904297,0,0.182174265384674,7.25532802140558,147,0.000283145340237,4000,1
24,0.583663046360016,0,0.207193076610565,6.98118744092664,131,0.000252326799803,4000,1
25,0.583866953849793,0,0.222620755434036,6.36886167829683,138,0.000265809911243,4000,1
26,0.580239534378052,0,0.214939206838608,7.12253707676151,147,0.000283145340237,4000,1
27,0.578426539897919,0,0.199064910411835,6.57568131641783,147,0.000283145340237,4000,1
28,0.58181232213974,0,0.277571678161621,7.13523026659435,150,0.000288923816568,4000,1
29,0.587471008300781,0,0.292130827903748,7.12078362262404,147,0.000283145340237,4000,1
30,0.578383028507233,0,0.303971767425537,6.88316737262612,143,0.000275440705128,4000,1
31,0.561511874198914,0,0.305847704410553,6.09124140366762,129,0.000248474482249,4000,1
32,0.548452496528626,0,0.308899700641632,6.63804930514004,119,0.000229212894477,4000,1
33,0.555416762828827,0,0.29632693529129,6.39646552729162,126,0.000242696005917,4000,1
34,0.552420735359192,0,0.313746869564056,6.19438298968004,122,0.000234991370809,4000,1
35,0.559732556343079,0,0.308953583240509,5.99538846233521,119,0.000229212894477,4000,1
36,0.566689491271973,0,0.285419225692749,6.13933936912379,126,0.000242696005917,4000,1
37,0.544175684452057,0,0.280715644359589,6.8683685643587,129,0.000248474482249,4000,1
38,0.544799089431763,0,0.312489986419678,6.96961715196077,135,0.000260031434911,4000,1
39,0.545064628124237,0,0.283774018287659,6.62615023782593,131,0.000252326799803,4000,1
40,0.542060256004334,0,0.304001748561859,6.86684919299183,140,0.000269662228797,4000,1
41,0.540576994419098,0,0.273547351360321,6.72808273360849,126,0.000242696005917,4000,1
42,0.549883663654327,0,0.282757103443146,6.87988671526773,146,0.00028121918146,4000,1
43,0.537364304065704,0,0.260933399200439,6.56645325445518,125,0.00024076984714,4000,1
44,0.538771510124207,0,0.272834122180939,6.43550082711589,126,0.000242696005917,4000,1
45,0.5318323969841,0,0.272221326828003,6.32657686106248,126,0.000242696005917,4000,1
46,0.530451476573944,0,0.261005163192749,6.66400177418118,128,0.000246548323471,4000,1
47,0.54140442609787,0,0.273527264595032,6.22907940382417,120,0.000231139053254,4000,1
48,0.544080257415772,0,0.259663581848145,6.12780328398963,123,0.000236917529586,4000,1
49,0.548466920852661,0,0.281883478164673,7.37200874115472,134,0.000258105276134,4000,1
50,0.556107521057129,0,0.29199880361557,6.39568409839832,129,0.000248474482249,4000,1
51,0.584327399730682,0,0.312600255012512,7.21578964120336,147,0.000283145340237,4000,1
52,0.597436368465424,0,0.295056939125061,6.99417344151187,155,0.000298554610454,4000,1
53,0.604439854621887,0,0.273083209991455,7.07072091052536,154,0.000296628451677,4000,1
54,0.60217273235321,0,0.086792670190334,7.60263719193564,165,0.000317816198225,4000,1
55,0.601282298564911,0,0.199879467487335,6.97775120783859,150,0.000288923816568,4000,1
56,0.609185039997101,0,0.107453316450119,7.84836100551542,165,0.000317816198225,4000,1
57,0.569696724414825,0,0.076130986213684,7.20479890480967,156,0.000300480769231,4000,1
58,0.567884802818298,0,0.065365731716156,6.83967775917029,150,0.000288923816568,4000,1
59,0.597688555717468,0,0.058850727975369,7.29054941185118,150,0.000288923816568,4000,1
60,0.621933400630951,0,0.058134492486715,7.20306547583284,153,0.000294702292899,4000,1
61,0.621739447116852,0,0.082818448543549,7.17255652397253,149,0.000286997657791,4000,1
62,0.617585957050324,0,0.136383563280106,7.33943124889699,146,0.00028121918146,4000,1
63,0.602546751499176,0,0.145554155111313,7.10659001800214,147,0.000283145340237,4000,1
64,0.58011919260025,0,0.285533726215363,7.43781189272988,138,0.000265809911243,4000,1
65,0.55919748544693,0,0.243106186389923,7.02506852997368,147,0.000283145340237,4000,1
66,0.561715960502625,0,0.25706934928894,6.24210997558742,126,0.000242696005917,4000,1
67,0.557879447937012,0,0.267338931560516,6.81193402884816,127,0.000244622164694,4000,1
68,0.555372595787048,0,0.258897662162781,6.37607383663061,119,0.000229212894477,4000,1
69,0.555652916431427,0,0.220450669527054,6.76941012901491,134,0.000258105276134,4000,1
70,0.531348586082459,0,0.227342337369919,6.80838413861968,132,0.00025425295858,4000,1
71,0.528260052204132,0,0.179701119661331,7.42922520581959,144,0.000277366863905,4000,1
72,0.50609701871872,0,0.239799737930298,6.58278602837923,129,0.000248474482249,4000,1
73,0.521578729152679,0,0.226988196372986,7.03144253762615,138,0.000265809911243,4000,1
74,0.525452613830566,0,0.199509233236313,6.69277586285994,135,0.000260031434911,4000,1
75,0.528622984886169,0,0.159107953310013,7.03648098061397,141,0.000271588387574,4000,1
76,0.526077210903168,0,0.185035020112991,6.87399973500042,146,0.00028121918146,4000,1
77,0.536924779415131,0,0.182789176702499,7.21267200468285,153,0.000294702292899,4000,1
78,0.520146548748016,0,0.172899901866913,6.86336243721958,144,0.000277366863905,4000,1
79,0.54900074005127,0,0.217494636774063,7.02332139694809,145,0.000279293022682,4000,1
80,0.548303067684174,0,0.26731014251709,7.1737496181033,156,0.000300480769231,4000,1
81,0.541970133781433,0,0.227897316217422,7.0114729947654,153,0.000294702292899,4000,1
82,0.565384745597839,0,0.235066503286362,7.36741999310909,165,0.000317816198225,4000,1
83,0.561503529548645,0,0.277857542037964,6.88911906946373,162,0.000312037721893,4000,1
84,0.568485677242279,0,0.276635408401489,7.94434214316444,165,0.000317816198225,4000,1
85,0.620560765266418,0,0.296687841415405,7.40295980792304,174,0.000335151627219,4000,1
86,0.646353363990784,0,0.320569634437561,7.63425272614543,192,0.000369822485207,4000,1
87,0.658446967601776,0,0.36131751537323,8.12766266665357,200,0.000385231755424,4000,1
88,0.639357566833496,0,0.312573313713074,8.09730234505325,189,0.000364044008876,4000,1
89,0.623848140239716,0,0.339555442333221,7.63220981643229,186,0.000358265532544,4000,1
90,0.614311397075653,0,0.292451500892639,7.60029138031852,183,0.000352487056213,4000,1
91,0.607649087905884,0,0.31964910030365,7.6961980757529,179,0.000344782421105,4000,1
92,0.63121634721756,0,0.260900676250458,8.46327389359919,192,0.000369822485207,4000,1
93,0.625535547733307,0,0.242693871259689,7.85123601472163,186,0.000358265532544,4000,1
94,0.641120910644531,0,0.147017002105713,8.37153504444582,209,0.000402567184418,4000,1
95,0.631194889545441,0,0.296523749828339,8.33499960273227,194,0.000373674802761,4000,1
96,0.627273619174957,0,0.116816133260727,7.69803921568628,195,0.000375600961538,4000,1
97,0.617745578289032,0,0.269451320171356,8.15127636757627,181,0.000348634738659,4000,1
98,0.635553896427155,0,0.295822620391846,8.54018431731888,199,0.000383305596647,4000,1
99,0.649182498455048,0,0.303972184658051,8.92133677785359,242,0.000466130424063,4000,1
100,0.631618082523346,0,0.24654620885849,8.51837464844603,213,0.000410271819527,4000,1
101,0.600350201129913,0,0.281380891799927,8.13835475675929,197,0.000379453279093,4000,1
102,0.58473551273346,0,0.295812010765076,7.93694682809086,188,0.000362117850099,4000,1
103,0.564135551452637,0,0.294383943080902,9.78206347655161,291,0.000560512204142,4000,1
104,0.561053335666657,0,0.266016364097595,7.22098590547965,186,0.000358265532544,4000,1
105,0.560270309448242,0,0.245666295289993,8.4514908175777,186,0.000358265532544,4000,1
106,0.551250219345093,0,0.28630143404007,7.44478793242012,186,0.000358265532544,4000,1
107,0.536528527736664,0,0.262256264686584,8.11429787876681,169,0.000325520833333,4000,1
108,0.533823609352112,0,0.192975163459778,7.72664368814709,180,0.000346708579882,4000,1
109,0.529764711856842,0,0.265651166439056,7.68346987646601,173,0.000333225468442,4000,1
110,0.545414984226227,0,0.263367891311645,7.94129072781517,192,0.000369822485207,4000,1
111,0.527921199798584,0,0.209290027618408,7.90157445657089,177,0.00034093010355,4000,1
112,0.531108677387237,0,0.2955721616745,8.32811185898203,181,0.000348634738659,4000,1
113,0.530988216400147,0,0.275282382965088,7.83186346610995,189,0.000364044008876,4000,1
114,0.536576926708221,0,0.267957866191864,8.19036483464366,207,0.000398714866864,4000,1
115,0.55297040939331,0,0.205729931592941,8.19706439327126,222,0.000427607248521,4000,1
116,0.565065205097199,0,0.283251225948334,8.15200741618252,221,0.000425681089744,4000,1
117,0.534700810909271,0,0.217433154582977,8.68495895849408,208,0.000400641025641,4000,1
118,0.523619472980499,0,0.304454624652863,8.00932079086296,192,0.000369822485207,4000,1
119,0.542733907699585,0,0.267693400382996,7.78452017309092,186,0.000358265532544,4000,1
120,0.587436079978943,0,0.29215931892395,8.63804251822789,199,0.000383305596647,4000,1
121,0.579931378364563,0,0.286273181438446,8.2984580494025,202,0.000389084072978,4000,1
122,0.5994753241539,0,0.316386997699738,8.37308626645687,222,0.000427607248521,4000,1
123,0.615592002868652,0,0.278094232082367,8.66561789413313,231,0.000444942677515,4000,1
124,0.622951030731201,0,0.344774067401886,8.68194908460812,226,0.000435311883629,4000,1
125,0.618700265884399,0,0.359696805477142,8.9682819278933,230,0.000443016518738,4000,1
126,0.627751469612122,0,0.364669740200043,9.16157329398553,254,0.000489244329389,4000,1
127,0.633594155311585,0,0.395941376686096,9.61794666839597,266,0.000512358234714,4000,1
128,0.618577718734741,0,0.338726282119751,9.18968882078373,260,0.000500801282051,4000,1
