Sample,Confidence_Before,Target_Class,Confidence_After,L2_Difference,L0_Difference,L0_Weight,Query_Count,Results
0,0,0,0.048537599831174,0,0,0,2000,1
1,0,0,0.133642307653259,0,0,0,2000,1
2,0,0,0.260109552129698,0,0,0,2000,1
3,0,0,0.261467555047064,0,0,0,2000,1
4,0,0,0.238313003387734,0,0,0,2000,1
5,0,0,0.221758691242166,0,0,0,2000,1
6,0,0,0.309484597368093,0,0,0,2000,1
7,0,0,0.045199825160987,0,0,0,2000,1
8,0,0,0.231923504617148,0,0,0,2000,1
9,0,0,0.193116170338934,0,0,0,2000,1
10,0.479211763754313,0,0.22520779655466,5.83630341260881,108,0.000208025147929,2000,1
11,0.487541307079881,0,0.173571974661044,5.67488379054056,105,0.000202246671598,2000,1
12,0.495988052077519,0,0.202978085062039,5.92006603452473,92,0.000177206607495,2000,1
13,0.45368911493991,0,0.23146251949423,5.62343916573743,92,0.000177206607495,2000,1
14,0.505912262577945,0,0.153733768639842,5.88538222652752,99,0.000190689718935,2000,1
15,0.588447551908844,0,0.186991040590765,5.88822452056761,105,0.000202246671598,2000,1
16,0.535931741921191,0,0.150411195597867,5.98666209415597,102,0.000196468195266,2000,1
17,0.595101180438944,0,0.193710822864793,6.02645966308097,102,0.000196468195266,2000,1
18,0.52122055155776,0,0.239477701906378,5.75357468744151,98,0.000188763560158,2000,1
19,0.596788327114512,0,0.230447367738479,5.90910648134894,102,0.000196468195266,2000,1
20,0.549886778318702,0,0.166948022549363,5.9377897549647,105,0.000202246671598,2000,1
21,0.586714103337735,0,0.139645871079451,6.38527236624095,97,0.000186837401381,2000,1
22,0.571189458607913,0,0.166663185087526,5.79752164366515,110,0.000211877465483,2000,1
23,0.588566120493095,0,0.288881576818902,6.63675527415407,120,0.000231139053254,2000,1
24,0.669530141493295,0,0.294739155774732,6.17451198326228,131,0.000252326799803,2000,1
25,0.591691885137432,0,0.31323269692988,6.74109320232824,138,0.000265809911243,2000,1
26,0.674605556049696,0,0.30443721694832,6.96275476114867,146,0.00028121918146,2000,1
27,0.607127454850235,0,0.268250839736383,6.8990747085323,147,0.000283145340237,2000,1
28,0.670680900981199,0,0.341512123888069,7.42506742714016,152,0.000292776134122,2000,1
29,0.682457606268594,0,0.335330414411521,6.71210581525663,147,0.000283145340237,2000,1
30,0.607163206517179,0,0.289037217902896,6.78995232076502,144,0.000277366863905,2000,1
31,0.58383735547142,0,0.34397579640278,6.65899674132093,129,0.000248474482249,2000,1
32,0.548517876328261,0,0.312281563709626,6.18568251727622,108,0.000208025147929,2000,1
33,0.65071178014456,0,0.316333027026761,5.96818039602719,120,0.000231139053254,2000,1
34,0.567396433536712,0,0.315417756173514,6.08415290492849,123,0.000236917529586,2000,1
35,0.57779401621106,0,0.277762386549932,6.43206595974986,123,0.000236917529586,2000,1
36,0.594777761855175,0,0.335721333681202,6.58597767107442,129,0.000248474482249,2000,1
37,0.60590458433867,0,0.25430587583593,6.36343360122755,129,0.000248474482249,2000,1
38,0.575000825390001,0,0.26230975285116,6.54050520842173,131,0.000252326799803,2000,1
39,0.626217552981701,0,0.333688644952044,6.86738330657544,132,0.00025425295858,2000,1
40,0.60067020145478,0,0.302656672012158,7.00422127896608,132,0.00025425295858,2000,1
41,0.564693072434344,0,0.268495003654931,6.32063195512819,124,0.000238843688363,2000,1
42,0.558755175084755,0,0.275900923582923,6.83558322316164,132,0.00025425295858,2000,1
43,0.57494416809983,0,0.251260429257889,6.67064241312392,120,0.000231139053254,2000,1
