Sample,Confidence_Before,Target_Class,Confidence_After,L2_Difference,L0_Difference,L0_Weight,Query_Count,Results
0,0.835517406463623,0,0.532984673976898,18.5211779610317,958,0.001845260108481,4000,0
1,0.830851316452026,0,0.52645868062973,18.4154762489276,943,0.001816367726824,4000,0
2,0.826252162456512,0,0.504024863243103,17.708648948948,945,0.001820220044379,4000,0
3,0.807727634906769,0,0.498042643070221,18.3630912941204,939,0.001808663091716,4000,1
4,0.794667959213257,0,0.471982300281525,17.75402007316,906,0.001745099852071,4000,1
5,0.803859770298004,0,0.424668908119202,17.3812358222363,936,0.001802884615385,4000,1
6,0.804404139518738,0,0.467197775840759,19.2744040848436,957,0.001843333949704,4000,1
7,0.797856986522675,0,0.479280710220337,17.661252679609,895,0.001723912105523,4000,1
8,0.796291291713715,0,0.477918565273285,18.6837353993698,932,0.001795179980276,4000,1
9,0.765464305877685,0,0.478368163108826,17.2653537863753,863,0.001662275024655,4000,1
10,0.767976701259613,0,0.402135372161865,16.5137753129472,886,0.001706576676529,4000,1
11,0.767775118350983,0,0.284017562866211,18.6901318982219,967,0.001862595537475,4000,1
12,0.762129843235016,0,0.224296450614929,20.1327730468875,1011,0.001947346523669,4000,1
13,0.759383082389831,0,0.186514332890511,18.038984653252,994,0.001914601824458,4000,1
14,0.777189910411835,0,0.085623681545258,19.522399717615,1140,0.002195821005917,4000,1
15,0.778079986572266,0,0.346135497093201,19.0235306243709,1045,0.002012835922091,4000,1
16,0.790589451789856,0,0.442715883255005,18.8827414290254,1015,0.001955051158777,4000,1
17,0.795368075370789,0,0.443854153156281,19.0866507897498,1042,0.002007057445759,4000,1
18,0.802516996860504,0,0.477522552013397,18.1839031274605,1023,0.001970460428994,4000,1
19,0.800961494445801,0,0.359718799591064,17.8028072554457,1012,0.001949272682446,4000,1
20,0.801882386207581,0,0.424896657466888,19.7435200023657,1003,0.001931937253452,4000,1
21,0.811282575130463,0,0.382034301757812,17.626809733369,1023,0.001970460428994,4000,1
22,0.798812747001648,0,0.462746441364288,20.0339012944686,1086,0.002091808431953,4000,1
23,0.772653520107269,0,0.450495541095734,20.7197484023385,1159,0.002232418022682,4000,1
24,0.74388188123703,0,0.232178956270218,18.2412863863078,1099,0.002116848496055,4000,1
25,0.725762844085693,0,0.310591340065002,17.2091005313926,1012,0.001949272682446,4000,1
26,0.70500099658966,0,0.388641476631165,19.0405294270198,1035,0.00199357433432,4000,1
27,0.759105443954468,0,0.463425576686859,18.9804824985696,1024,0.001972386587771,4000,1
28,0.784521698951721,0,0.456302046775818,18.4282329407758,994,0.001914601824458,4000,1
29,0.795536994934082,0,0.529435098171234,18.9163325072488,1062,0.002045580621302,4000,0
30,0.821090042591095,0,0.555643022060394,20.0356721474628,1077,0.002074473002959,4000,0
31,0.828614234924316,0,0.32918256521225,20.6942662752394,1269,0.002444295488166,4000,1
32,0.827729344367981,0,0.483341753482819,21.3034836586378,1265,0.002436590853057,4000,1
33,0.831061482429504,0,0.433833003044128,20.622875433781,1280,0.002465483234714,4000,1
34,0.818507373332977,0,0.4707932472229,21.4101170090725,1220,0.002349913708087,4000,1
35,0.814106822013855,0,0.514233410358429,20.3031841071894,1174,0.002261310404339,4000,0
36,0.818917751312256,0,0.521440863609314,20.1056838641403,1139,0.00219389484714,4000,0
37,0.818330943584442,0,0.550069451332092,19.5923421081055,1131,0.002178485576923,4000,0
38,0.832146525382996,0,0.533873915672302,20.0065982964141,1162,0.002238196499014,4000,0
39,0.830769658088684,0,0.467179894447327,19.6977409774708,1151,0.002217008752465,4000,1
40,0.831892132759094,0,0.532888054847717,18.9597319090704,1095,0.002109143860947,4000,0
41,0.816642463207245,0,0.44710510969162,19.2989233613322,1134,0.002184264053254,4000,1
42,0.814649820327759,0,0.520787119865418,19.9752946219224,1191,0.00229405510355,4000,0
43,0.826024234294891,0,0.462608754634857,20.457780532446,1150,0.002215082593688,4000,1
44,0.830045521259308,0,0.420944511890411,20.8173850836846,1194,0.002299833579882,4000,1
45,0.839427769184112,0,0.538652658462524,21.055062650262,1240,0.002388436883629,4000,0
46,0.843762874603272,0,0.510090291500092,20.3650524998537,1203,0.002317169008876,4000,0
47,0.83936083316803,0,0.520508110523224,20.6929575674274,1191,0.00229405510355,4000,0
48,0.831753313541412,0,0.459629595279694,20.2736515159475,1177,0.002267088880671,4000,1
49,0.831562697887421,0,0.536284923553467,20.2059545621908,1120,0.002157297830375,4000,0
50,0.820393085479736,0,0.52903950214386,20.7555557613733,1161,0.002236270340237,4000,0
51,0.822901546955108,0,0.527160108089447,21.1164934962662,1162,0.002238196499014,4000,0
52,0.811394393444061,0,0.49686735868454,19.8569544237027,1114,0.002145740877712,4000,1
53,0.829727351665497,0,0.483938455581665,20.1946906052762,1102,0.002122626972387,4000,1
54,0.844198822975159,0,0.54707008600235,20.6476770292717,1123,0.002163076306706,4000,0
55,0.860440671443939,0,0.378233015537262,21.076926166047,1195,0.002301759738659,4000,1
56,0.835211277008056,0,0.48048609495163,20.5171651019727,1125,0.00216692862426,4000,1
57,0.818543076515198,0,0.434456884860992,20.398188022143,1140,0.002195821005917,4000,1
58,0.796414315700531,0,0.464064538478851,20.5500388910504,1164,0.002242048816568,4000,1
59,0.791723310947418,0,0.429181635379791,19.9040404592925,1113,0.002143814718935,4000,1
60,0.811709225177765,0,0.525562763214111,20.4333881810313,1141,0.002197747164694,4000,0
61,0.821968376636505,0,0.522206723690033,21.8397769091219,1246,0.002399993836292,4000,0
62,0.814757108688355,0,0.488861978054047,21.6045743230484,1274,0.002453926282051,4000,1
63,0.834771573543549,0,0.416601002216339,21.7618443623233,1287,0.002478966346154,4000,1
64,0.848806858062744,0,0.436185777187347,21.3665082306761,1262,0.002430812376726,4000,1
65,0.872510194778442,0,0.436380684375763,21.52768663398,1285,0.0024751140286,4000,1
66,0.873818695545197,0,0.429693996906281,21.5954346778084,1235,0.002378806089744,4000,1
67,0.843709945678711,0,0.358714163303375,20.9969536978711,1251,0.002409624630178,4000,1
68,0.829702198505402,0,0.343798518180847,21.037737279709,1240,0.002388436883629,4000,1
69,0.824370205402374,0,0.399375438690186,21.1607112747471,1254,0.002415403106509,4000,1
70,0.81261396408081,0,0.245415091514587,20.7835737937103,1225,0.002359544501972,4000,1
71,0.820114970207214,0,0.501989603042603,22.1348997514106,1260,0.002426960059172,4000,0
72,0.830699861049652,0,0.38299959897995,21.3545846429963,1253,0.002413476947732,4000,1
73,0.798719227313995,0,0.339823067188263,21.8373692528701,1312,0.002527120315582,4000,1
74,0.815009295940399,0,0.440802693367004,21.6217680479159,1291,0.002486670981262,4000,1
75,0.82068932056427,0,0.416075170040131,22.5635376962873,1426,0.002746702416174,4000,1
76,0.798090040683746,0,0.386233806610107,21.8203073568818,1345,0.002590683555227,4000,1
77,0.808763146400452,0,0.443183302879334,23.2944781116891,1381,0.002660025271203,4000,1
78,0.786531567573547,0,0.512697756290436,23.2416352727157,1364,0.002627280571992,4000,0
79,0.813403964042664,0,0.507844746112824,22.2468386532864,1406,0.002708179240631,4000,0
80,0.82378214597702,0,0.55098557472229,23.9325381470647,1414,0.002723588510848,4000,0
81,0.810131669044495,0,0.4733527302742,21.5835021792258,1365,0.002629206730769,4000,1
82,0.81071674823761,0,0.540591895580292,21.3045188189474,1352,0.002604166666667,4000,0
83,0.815926432609558,0,0.496472239494324,21.651578811992,1371,0.002640763683432,4000,1
84,0.815475225448608,0,0.561217963695526,23.0002427147316,1323,0.00254830806213,4000,0
85,0.778996050357819,0,0.529376745223999,21.6503592255276,1181,0.002274793515779,4000,0
86,0.775954067707062,0,0.52962851524353,22.0238457326035,1411,0.002717810034517,4000,0
87,0.793754816055298,0,0.558274269104004,22.8376655905779,1452,0.002796782544379,4000,0
88,0.810693442821503,0,0.582617402076721,23.1434763984965,1438,0.002769816321499,4000,0
89,0.799211740493774,0,0.566755175590515,23.1517365779415,1482,0.002854567307692,4000,0
90,0.808796226978302,0,0.529800593852997,23.5059291316996,1557,0.002999029215976,4000,0
91,0.845755219459534,0,0.522698640823364,23.9597326555898,1665,0.003207054363905,4000,0
92,0.862767398357391,0,0.519533336162567,24.1912602060652,1658,0.003193571252465,4000,0
93,0.846541821956635,0,0.52881532907486,23.0651105208099,1503,0.002895016642012,4000,0
94,0.8231001496315,0,0.504323124885559,22.0052340773141,1397,0.002690843811637,4000,0
95,0.826937675476074,0,0.590937316417694,23.6059487221151,1407,0.002710105399408,4000,0
96,0.82158225774765,0,0.537164509296417,22.1727817184707,1437,0.002767890162722,4000,0
97,0.813154637813568,0,0.547591030597687,22.620709907612,1393,0.002683139176529,4000,0
98,0.799590408802033,0,0.531138479709625,23.3800895850343,1419,0.002733219304734,4000,0
99,0.77275812625885,0,0.56278795003891,23.0282052956541,1405,0.002706253081854,4000,0
100,0.769707500934601,0,0.525074660778046,24.2036162663576,1460,0.002812191814596,4000,0
101,0.760642230510712,0,0.506470024585724,24.1293152071184,1481,0.002852641148915,4000,0
102,0.760870516300201,0,0.47150069475174,22.7563515095319,1465,0.002821822608481,4000,1
103,0.738103866577148,0,0.507228970527649,22.3508605842847,1406,0.002708179240631,4000,0
104,0.757837772369385,0,0.53204333782196,20.9783414794033,1337,0.00257527428501,4000,0
105,0.789251446723938,0,0.547290802001953,22.1117562729607,1423,0.002740923939842,4000,0
106,0.814996719360352,0,0.489152073860168,22.6729257251485,1556,0.002997103057199,4000,1
107,0.840709745883942,0,0.534594833850861,23.4004294824166,1595,0.003072223249507,4000,0
108,0.836186170578003,0,0.421375155448914,23.869592521359,1610,0.003101115631164,4000,1
109,0.832951188087463,0,0.490148663520813,25.3074581023399,1699,0.003272543762327,4000,1
110,0.833795845508575,0,0.578384399414063,25.1922972672082,1690,0.003255208333333,4000,0
111,0.817957639694214,0,0.536331057548523,21.710327405,1506,0.002900795118343,4000,0
112,0.816079437732697,0,0.561379671096802,22.6450008402003,1586,0.003054887820513,4000,0
113,0.809587895870209,0,0.589175820350647,22.3871599108397,1586,0.003054887820513,4000,0
114,0.799955427646637,0,0.582137644290924,25.5789889386768,1939,0.003734821868836,4000,0
115,0.791163027286529,0,0.568745315074921,26.0157152399538,1987,0.003827277490138,4000,0
116,0.782092750072479,0,0.535163164138794,27.2279497148563,2092,0.004029524161736,4000,0
117,0.733280062675476,0,0.453263819217682,24.884004951417,1969,0.00379260663215,4000,1
118,0.789239287376404,0,0.527370095252991,26.0302163754375,1976,0.00380608974359,4000,0
119,0.811284303665161,0,0.582791149616241,26.9128023657945,2081,0.004008336415187,4000,0
120,0.804159462451935,0,0.44670981168747,28.4438147217395,2214,0.004264515532544,4000,1
121,0.803597867488861,0,0.444270014762878,24.0740933053285,1720,0.003312993096647,4000,1
122,0.811329007148743,0,0.427913248538971,28.1893736062674,2274,0.004380085059172,4000,1
123,0.808801293373108,0,0.566774010658264,29.1930018526756,2176,0.004191321499014,4000,0
124,0.810041487216949,0,0.4674072265625,23.4641683686389,1643,0.003164678870809,4000,1
125,0.771833837032318,0,0.521939635276794,27.8958481998611,2258,0.004349266518738,4000,0
126,0.765308976173401,0,0.265113949775696,25.6514911922186,1817,0.003499830498028,4000,1
127,0.763924419879913,0,0.475862741470337,25.3840580619193,1808,0.003482495069034,4000,1
128,0.787808537483215,0,0.266658186912537,27.2359132610775,2024,0.003898545364892,4000,1
129,0.799363732337952,0,0.306733310222626,25.8649745579074,1877,0.003615400024655,4000,1
130,0.806225001811981,0,0.48603743314743,25.0318210402388,1710,0.003293731508876,4000,1
131,0.816309452056885,0,0.480565190315247,25.1372484781736,1606,0.003093410996055,4000,1
132,0.808416426181793,0,0.328383684158325,23.9620092110132,1660,0.00319742357002,4000,1
133,0.775867760181427,0,0.205310314893723,29.0170345970935,2414,0.004649747287968,4000,1
134,0.798057556152344,0,0.235674053430557,29.7831793146472,2568,0.004946375739645,4000,1
135,0.817644655704498,0,0.335994958877563,31.5658793104161,2849,0.005487626356016,4000,1
136,0.835757076740265,0,0.342976689338684,34.1173892259809,3180,0.006125184911243,4000,1
137,0.844147205352783,0,0.333358585834503,26.9524419178747,2095,0.004035302638067,4000,1
138,0.826230645179749,0,0.362485110759735,33.0632688379634,3166,0.006098218688363,4000,1
139,0.834714770317078,0,0.380728423595428,26.5256128172859,2225,0.004285703279093,4000,1
140,0.794970333576202,0,0.328048288822174,25.7405139057529,2034,0.003917806952663,4000,1
141,0.803006410598755,0,0.262861967086792,26.4477818964723,2113,0.004069973496055,4000,1
142,0.792486310005188,0,0.265078842639923,26.4734188755223,2088,0.004021819526627,4000,1
143,0.778681218624115,0,0.300235509872436,26.5025204636572,1985,0.003823425172584,4000,1
144,0.801413655281067,0,0.323196351528168,27.2844370932793,2090,0.004025671844181,4000,1
145,0.801175713539124,0,0.422985315322876,27.3636945620394,1912,0.003682815581854,4000,1
146,0.770140409469605,0,0.253609180450439,25.3883655281449,1983,0.00381957285503,4000,1
147,0.762046575546265,0,0.326089382171631,29.4787994248831,2228,0.004291481755424,4000,1
148,0.775478839874268,0,0.250666201114655,30.8613645454486,2662,0.005127434664694,4000,1
149,0.754309356212616,0,0.369380593299866,26.9558232868787,2054,0.003956330128205,4000,1
150,0.784334063529968,0,0.405464589595795,31.8203516468813,2712,0.00522374260355,4000,1
151,0.800228774547577,0,0.385980188846588,26.6466444441081,1956,0.003767566568047,4000,1
152,0.805096805095673,0,0.445152878761292,26.8025422425771,1988,0.003829203648915,4000,1
