Sample,Confidence_Before,Target_Class,Confidence_After,L2_Difference,L0_Difference,L0_Weight,Query_Count,Results
0,0.829828974750316,0,0.398356472429381,20.0065049014029,1184,0.00228057199211,4000,1
1,0.917207636237514,0,0.348067246166003,20.2758258001998,1206,0.002322947485207,4000,1
2,0.92736753418469,0,0.32791341107242,21.1917098398449,1330,0.00256179117357,4000,1
3,0.883722494989461,0,0.313674017664808,21.0429406639798,1249,0.002405772312623,4000,1
4,0.844183359708862,0,0.371032433368275,20.744576145257,1217,0.002344135231755,4000,1
5,0.899111062104109,0,0.434104609454998,21.0793013956334,1215,0.002340282914201,4000,1
6,0.859365826369344,0,0.352715438111089,20.6150764343403,1221,0.002351839866864,4000,1
7,0.880054557693224,0,0.197657633921934,20.1334624223426,1232,0.002373027613412,4000,1
8,0.832430073594939,0,0.275102498404816,20.0714789586963,1204,0.002319095167653,4000,1
9,0.859747303417944,0,0.504229127827661,20.6828912761663,1198,0.00230753821499,4000,1
10,0.858291654149017,0,0.161990364156536,20.0947279912204,1197,0.002305612056213,4000,1
11,0.832364244267111,0,0.474710799867212,19.9474550048065,1258,0.002423107741617,4000,1
12,0.82397361608987,0,0.508289168172537,20.3169196519689,1262,0.002430812376726,4000,1
13,0.901434784128945,0,0.431362003468402,21.512278264033,1240,0.002388436883629,4000,1
14,0.829064868610415,0,0.525586238060039,20.7654612982626,1251,0.002409624630178,4000,0
15,0.815425920301164,0,0.487315540288871,21.3966494806206,1255,0.002417329265286,4000,1
16,0.868112599729741,0,0.555104727287462,21.305908337919,1269,0.002444295488166,4000,0
17,0.861357177166237,0,0.56726183787564,22.6002847763544,1364,0.002627280571992,4000,0
18,0.841577008702062,0,0.313742515671223,24.3239769659531,1440,0.002773668639053,4000,1
19,0.820904185949633,0,0.468171579950048,22.1485814820857,1359,0.002617649778107,4000,1
20,0.885152733779622,0,0.405357469804954,23.5444468303564,1415,0.002725514669625,4000,1
21,0.883557150356925,0,0.492138825357455,23.0724339584245,1445,0.002783299432939,4000,1
22,0.883663392625038,0,0.473475933788139,22.5816224661253,1378,0.002654246794872,4000,1
23,0.859454784678307,0,0.555890370468837,21.3506579740448,1304,0.002511711045365,4000,0
24,0.889403170150455,0,0.511556590949406,22.3876081365934,1318,0.002538677268245,4000,1
25,0.831888120796534,0,0.557619354265594,21.1684770679516,1318,0.002538677268245,4000,0
26,0.845946505895176,0,0.463682942013406,20.8896892203958,1298,0.002500154092702,4000,1
27,0.821259757816067,0,0.253263976516555,22.2818059715738,1430,0.002754407051282,4000,1
28,0.808455746780489,0,0.406201164269277,23.5323429546776,1406,0.002708179240631,4000,1
29,0.85973141364766,0,0.473031926881078,21.7183749939965,1331,0.002563717332347,4000,1
